college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 2,8.01,2,0,0,4,2,1,1,2,54.6,Software Engineer,21.25,2,6,3.1023420086122493
Tier 3,6.37,1,0,0,5,2,0,1,1,41.2,Software Engineer,7.7,1,6,2.163323025660538
Tier 3,7.65,0,0,0,0,1,3,2,0,60.7,Data Scientist,15.13,1,2,2.7806808921371178
Tier 2,6.92,1,1,2,2,3,0,1,0,50.7,Software Engineer,7.71,2,6,2.1644717908644115
Tier 1,6.37,2,2,1,1,0,1,1,0,50.9,Software Engineer,10.33,3,6,2.427454075039915
Tier 2,5.93,0,5,1,3,3,1,0,0,43.6,Web Developer,6.09,2,7,1.958685340544036
Tier 2,7.26,1,6,1,4,2,2,1,2,67.6,ML Engineer,15.76,2,5,2.818995095053937
Tier 3,7.92,0,4,0,3,3,0,2,1,52.5,Backend Developer,10.41,1,0,2.4344901638739844
Tier 2,6.65,0,1,0,1,2,0,0,1,46.3,Software Engineer,6.56,2,6,2.0228711901914416
Tier 2,5.63,0,2,2,0,2,0,1,0,36.0,Web Developer,4.71,2,7,1.742219023667919
Tier 1,6.49,1,4,1,1,1,1,3,1,48.8,Software Engineer,9.8,3,6,2.379546134130174
Tier 1,6.86,1,4,2,2,2,2,1,1,57.8,ML Engineer,10.23,3,5,2.418588768750352
Tier 2,8.03,1,2,0,3,1,1,2,0,65.5,Data Scientist,21.58,2,2,3.1170645587215158
Tier 3,7.07,1,2,2,2,2,1,3,1,55.3,DevOps Engineer,13.9,1,3,2.7013612129514133
Tier 1,7.41,1,3,0,2,0,0,2,0,53.2,Software Engineer,10.67,3,6,2.4570214462984645
Tier 2,8.36,1,1,0,1,3,1,2,2,68.7,Web Developer,15.6,2,7,2.8094026953624978
Tier 3,7.73,2,1,1,1,5,1,0,1,63.0,Data Scientist,13.26,1,2,2.65745841498615
Tier 2,5.63,2,3,1,1,3,0,2,0,32.6,Web Developer,5.21,2,7,1.8261608959453874
Tier 1,9.64,2,2,0,1,1,0,1,1,70.3,DevOps Engineer,10.44,3,3,2.437115985951652
Tier 2,6.41,1,2,2,0,0,0,0,3,46.0,Web Developer,6.55,2,7,2.0215475632609334
Tier 2,6.0,2,1,0,1,0,0,1,1,40.3,Web Developer,8.71,2,7,2.2731562823032334
Tier 2,7.24,0,0,1,0,1,2,1,2,63.3,Data Scientist,16.05,2,2,2.8361502037295256
Tier 2,8.86,1,2,1,1,0,1,2,2,65.5,DevOps Engineer,19.59,2,3,3.0248055210396982
Tier 3,6.74,1,5,0,1,5,0,0,1,50.9,DevOps Engineer,6.54,1,3,2.020222182019865
Tier 1,8.48,0,1,1,1,1,1,1,3,52.3,Web Developer,15.0,3,7,2.772588722239781
Tier 1,4.87,1,4,3,1,0,0,1,1,38.8,Junior Developer,3.59,3,4,1.5238800240724537
Tier 2,8.6,0,3,0,5,4,1,3,1,70.1,DevOps Engineer,19.98,2,3,3.043569602968151
Tier 2,9.17,0,1,0,1,4,0,3,2,70.9,Data Analyst,10.42,2,1,2.435366204227864
Tier 2,5.57,2,1,0,5,3,0,0,2,42.4,Web Developer,4.1,2,7,1.62924053973028
Tier 2,5.99,2,2,1,0,1,1,1,0,57.0,Web Developer,6.2,2,7,1.9740810260220096
Tier 3,5.31,0,2,0,0,0,1,2,1,39.9,Junior Developer,4.59,1,4,1.7209792871670078
Tier 1,6.43,0,0,1,1,3,0,2,0,47.4,Software Engineer,7.81,3,6,2.175887439948088
Tier 3,6.07,1,2,0,3,3,0,0,5,43.4,Web Developer,6.12,1,7,1.9629077254238845
Tier 3,5.19,1,0,2,1,1,2,1,1,47.5,Junior Developer,3.76,1,4,1.5602476682433286
Tier 2,5.78,0,1,2,0,0,0,0,1,48.9,Web Developer,3.4,2,7,1.4816045409242156
Tier 3,6.36,0,3,1,0,0,0,2,0,47.3,Backend Developer,7.09,1,0,2.0906287310704004
Tier 3,6.54,1,5,0,0,2,2,1,0,48.2,Data Scientist,9.4,1,2,2.341805806147327
Tier 2,7.76,1,1,0,1,4,1,0,0,61.8,Data Scientist,16.89,2,2,2.884241897520628
Tier 2,7.18,1,2,1,1,1,2,1,0,61.2,ML Engineer,15.71,2,5,2.8160073426073025
Tier 2,6.51,1,0,0,2,0,1,1,3,44.5,Data Analyst,10.44,2,1,2.437115985951652
Tier 1,6.2,2,2,0,0,2,0,3,1,51.2,Junior Developer,8.33,3,4,2.2332350148592526
Tier 2,8.86,4,2,0,1,1,2,3,1,63.4,ML Engineer,24.33,2,5,3.231989464013584
Tier 3,6.19,3,3,0,1,1,2,2,1,48.2,Software Engineer,10.28,1,6,2.423031246069913
Tier 3,5.14,0,0,0,0,2,0,0,1,46.8,Junior Developer,3.46,1,4,1.4951487660319727
Tier 2,7.4,0,0,0,3,2,0,0,1,47.6,Web Developer,6.21,2,7,1.9754689512968577
Tier 2,10.0,2,1,0,2,1,1,3,0,67.1,Data Scientist,24.35,2,2,3.232778730037192
Tier 3,5.9,1,0,2,1,0,1,1,0,38.8,Web Developer,5.48,1,7,1.8687205103641833
Tier 2,7.42,0,3,2,0,1,1,3,0,54.6,Software Engineer,16.19,2,6,2.844327819394758
Tier 3,6.54,0,2,1,2,5,2,0,1,54.9,Data Scientist,10.46,1,2,2.4388627112865935
Tier 1,6.86,0,2,0,1,1,2,1,2,53.4,Data Scientist,10.23,3,2,2.418588768750352
Tier 3,4.13,3,4,1,5,3,0,1,2,28.5,Junior Developer,3.66,1,4,1.5390154481375546
Tier 2,7.74,2,0,2,0,2,2,1,1,55.6,ML Engineer,16.06,2,5,2.836736542063533
Tier 2,6.19,0,2,0,0,0,0,0,1,37.2,Web Developer,6.22,2,7,1.9768549529047348
Tier 1,7.4,2,4,2,1,2,1,1,3,54.1,Data Scientist,15.74,3,2,2.8178010650613294
Tier 3,9.97,0,3,1,1,1,1,0,0,71.5,Data Scientist,17.31,1,2,2.907447358686419
Tier 3,5.41,2,1,1,2,3,1,0,1,35.6,Junior Developer,4.71,1,4,1.742219023667919
Tier 2,8.46,2,1,2,0,2,1,1,1,60.5,Software Engineer,18.33,2,6,2.9616582932202395
Tier 3,5.24,1,4,0,1,2,1,3,0,41.4,Junior Developer,4.2,1,4,1.6486586255873816
Tier 2,6.9,0,2,1,0,1,0,1,0,49.3,Software Engineer,7.74,2,6,2.167910189667444
Tier 2,7.62,2,1,1,1,3,0,0,1,51.5,Data Scientist,6.29,2,2,1.986503546020567
Tier 1,9.96,0,1,1,3,0,1,2,2,63.0,Software Engineer,22.18,3,6,3.1432898379116057
Tier 2,6.98,2,5,2,3,2,2,0,1,53.6,ML Engineer,10.47,2,5,2.4397349311412793
Tier 2,7.58,0,1,0,3,2,0,2,1,52.8,DevOps Engineer,10.69,2,3,2.458733775483977
Tier 2,6.17,1,2,2,2,1,1,0,0,42.1,Software Engineer,9.79,2,6,2.378619779270043
Tier 3,5.62,1,2,3,0,1,2,1,0,47.4,Web Developer,6.02,1,7,1.9487632180377197
Tier 2,9.34,1,2,0,0,1,1,2,1,75.5,Backend Developer,17.75,2,0,2.9311937524164198
Tier 2,6.91,0,3,1,0,2,1,1,0,55.2,Software Engineer,10.34,2,6,2.428336298299606
Tier 1,7.87,1,0,0,1,1,0,0,3,57.0,Web Developer,6.25,3,7,1.9810014688665833
Tier 3,5.45,3,2,2,3,4,1,0,1,37.7,Junior Developer,4.66,1,4,1.7334238922150915
Tier 3,5.06,0,2,0,1,2,1,2,1,43.6,Junior Developer,4.39,1,4,1.6845453849209058
Tier 2,8.15,0,2,0,0,1,0,1,2,62.1,Web Developer,10.92,2,7,2.4782176616372036
Tier 3,6.59,1,2,0,2,3,0,2,0,34.6,Backend Developer,8.52,1,0,2.253394848803274
Tier 1,7.2,1,3,0,0,1,2,0,2,60.2,Data Scientist,15.64,3,2,2.8118094353930627
Tier 1,5.17,0,0,0,4,2,1,1,0,42.9,Junior Developer,4.57,3,4,1.7173950539391927
Tier 1,6.44,0,4,0,0,2,0,1,2,43.7,Backend Developer,8.07,3,0,2.2049722641270453
Tier 3,6.43,0,1,1,2,5,2,2,1,59.7,Data Analyst,9.83,1,1,2.382320061012899
Tier 2,7.04,1,1,0,0,4,0,1,0,50.2,Data Scientist,10.22,2,2,2.4176979000945504
Tier 1,8.5,2,4,0,2,1,1,2,3,63.7,Data Analyst,13.21,3,1,2.6539459421090092
Tier 2,6.35,2,0,1,1,3,0,1,1,47.5,Software Engineer,7.83,2,6,2.178155014615869
Tier 2,8.09,1,1,1,1,2,0,5,1,60.7,Software Engineer,10.56,2,6,2.4475508632442313
Tier 1,8.37,1,2,1,1,0,0,1,0,62.6,DevOps Engineer,10.19,3,3,2.4150205223238337
Tier 2,5.61,0,2,1,0,1,0,1,0,37.7,Junior Developer,4.71,2,4,1.742219023667919
Tier 2,7.19,1,3,1,2,1,0,3,1,52.1,Backend Developer,10.2,2,0,2.4159137783010487
Tier 3,5.6,0,3,0,0,5,1,2,1,44.3,Web Developer,6.0,1,7,1.9459101490553132
Tier 1,7.29,0,4,0,5,0,1,2,1,49.4,Software Engineer,15.79,3,6,2.8207834710894493
Tier 3,5.59,0,1,1,2,1,0,1,3,38.4,Web Developer,4.7,1,7,1.7404661748405046
Tier 2,7.28,0,5,0,1,1,0,1,0,55.6,Data Scientist,10.51,2,2,2.4432162227337915
Tier 3,7.48,0,2,0,1,1,1,0,0,55.5,Data Scientist,11.56,1,2,2.5305171610400525
Tier 2,6.85,1,3,0,2,2,1,1,0,53.3,DevOps Engineer,10.33,2,3,2.427454075039915
Tier 2,7.75,1,1,0,1,2,2,0,1,62.2,Data Scientist,15.88,2,2,2.826129489167811
Tier 2,4.91,1,3,1,4,1,1,1,2,40.0,Junior Developer,4.72,2,4,1.7439688053917064
Tier 1,7.58,1,1,0,1,1,2,1,0,65.0,Data Scientist,16.02,3,2,2.834389123145228
Tier 1,7.81,2,2,0,0,1,2,2,0,63.7,ML Engineer,16.12,3,5,2.840247370713596
Tier 2,7.25,0,0,3,2,1,1,1,0,61.2,Software Engineer,12.4,2,6,2.5952547069568657
Tier 3,6.45,1,2,1,3,2,1,0,0,55.3,Software Engineer,9.41,1,6,2.3427668826268775
Tier 2,7.92,0,4,0,0,3,1,1,3,56.9,Data Scientist,15.34,2,2,2.7936160894318567
Tier 2,7.51,0,1,1,2,2,1,2,2,59.8,Backend Developer,16.08,2,0,2.837908188360424
Tier 2,6.91,1,3,0,1,2,0,0,1,50.8,Data Analyst,6.77,2,1,2.050270164379556
Tier 1,5.85,0,2,1,0,2,2,0,2,42.5,Web Developer,5.66,3,7,1.8961194845522977
Tier 2,7.67,0,2,0,0,2,0,2,0,51.5,Backend Developer,10.52,2,0,2.444084655267745
Tier 3,6.7,2,0,1,2,0,1,1,1,54.1,Backend Developer,9.87,1,0,2.386006701133118
Tier 2,7.03,0,3,1,3,2,0,2,3,51.0,Data Analyst,9.95,2,1,2.3933394562625097
Tier 3,8.11,0,4,0,1,1,2,1,2,62.3,Data Scientist,17.75,1,2,2.9311937524164198
Tier 2,7.63,1,2,0,0,1,0,1,0,52.9,Software Engineer,10.63,2,6,2.453587966530573
Tier 3,6.39,1,0,0,0,2,0,1,3,46.5,Web Developer,6.98,1,7,2.0769384114617173
Tier 2,7.89,1,1,0,2,2,2,2,0,64.3,ML Engineer,15.73,2,5,2.8172035149987327
Tier 1,8.46,2,3,1,1,1,2,1,2,70.9,Data Scientist,23.56,3,2,3.2011191032789417
Tier 3,9.87,1,1,1,2,0,0,1,0,68.2,Software Engineer,10.39,1,6,2.432735777459091
Tier 3,7.13,0,5,1,2,0,1,2,1,64.5,Data Scientist,13.87,1,2,2.6993457604720636
Tier 3,6.06,1,3,0,0,3,2,3,0,54.5,Backend Developer,9.7,1,0,2.3702437414678603
Tier 2,5.57,0,2,2,2,2,0,0,1,41.0,Web Developer,4.56,2,7,1.715598108262491
Tier 1,7.29,1,1,1,2,2,0,0,2,47.3,Web Developer,6.53,3,7,2.018895041811802
Tier 1,6.38,1,1,1,2,3,0,1,0,45.7,Backend Developer,7.82,3,0,2.1770218700187
Tier 1,8.15,0,2,0,1,4,3,0,0,62.3,Data Scientist,24.49,3,2,3.238286218388024
Tier 1,5.78,0,4,1,0,1,1,1,0,53.8,Web Developer,5.36,3,7,1.8500283773520307
Tier 2,7.58,2,0,1,0,2,0,2,3,47.1,Backend Developer,10.24,2,0,2.419478844465545
Tier 3,8.05,2,2,1,3,3,0,3,0,61.5,Software Engineer,10.33,1,6,2.427454075039915
Tier 2,6.67,0,3,1,3,2,3,1,1,51.4,Data Scientist,9.8,2,2,2.379546134130174
Tier 1,4.87,3,3,2,2,2,1,1,2,39.4,Junior Developer,4.28,3,4,1.6639260977181702
Tier 2,6.76,0,2,2,3,4,1,0,0,44.8,Software Engineer,9.84,2,6,2.3832429960115
Tier 3,6.81,1,2,1,1,3,0,2,3,40.1,Data Analyst,8.55,1,1,2.256541154492639
Tier 3,6.22,2,4,1,0,1,1,2,0,49.5,Software Engineer,10.04,1,6,2.401525040848949
Tier 1,8.78,1,6,0,4,0,0,1,1,66.2,Web Developer,10.28,3,7,2.423031246069913
Tier 2,7.0,2,1,1,0,2,1,2,1,55.4,Data Scientist,15.57,2,2,2.8075938314384716
Tier 2,6.75,0,6,2,1,1,0,0,2,46.2,Web Developer,5.9,2,7,1.9315214116032138
Tier 3,6.25,0,1,0,1,0,1,1,1,49.7,Software Engineer,10.0,1,6,2.3978952727983707
Tier 3,6.84,0,1,2,2,2,2,1,1,56.1,Data Scientist,9.54,1,2,2.355177543113216
Tier 2,5.53,1,4,0,2,2,2,0,1,53.3,Web Developer,6.02,2,7,1.9487632180377197
Tier 2,6.65,0,4,2,2,1,0,2,2,42.5,Junior Developer,8.69,2,4,2.2710944259026746
Tier 3,7.79,1,2,1,0,3,0,2,0,57.8,Software Engineer,8.99,1,6,2.301584592660462
Tier 2,5.46,2,0,2,0,2,1,1,2,41.9,Junior Developer,4.52,2,4,1.7083778602890038
Tier 1,6.57,0,2,1,1,2,1,0,0,51.2,Software Engineer,9.84,3,6,2.3832429960115
Tier 1,6.79,1,1,0,1,0,1,0,0,50.2,Software Engineer,9.92,3,6,2.390595970316759
Tier 2,6.39,0,1,2,0,0,1,2,0,57.4,Software Engineer,10.27,2,6,2.422144328051685
Tier 3,7.91,0,3,0,3,3,0,1,0,66.4,Software Engineer,10.14,1,6,2.410542234499138
Tier 3,7.16,2,1,0,2,3,2,0,1,58.1,ML Engineer,15.35,1,5,2.7942278973432626
Tier 3,6.44,1,3,0,3,4,0,1,1,46.7,Software Engineer,8.27,1,6,2.2267833795777636
Tier 2,5.99,3,2,3,1,2,0,1,0,38.3,Web Developer,5.16,2,7,1.8180767775454285
Tier 3,6.31,0,3,0,2,1,1,2,2,48.6,Web Developer,10.25,1,7,2.4203681286504293
Tier 2,7.23,0,7,0,2,2,3,0,1,68.1,ML Engineer,16.59,2,5,2.8673305587494666
Tier 2,5.01,2,1,3,2,1,1,1,2,40.4,Junior Developer,4.13,2,4,1.6351056591826783
Tier 2,7.27,0,0,2,3,1,2,0,3,53.4,Data Scientist,16.14,2,2,2.8414149131696336
Tier 2,6.17,0,1,1,0,2,1,0,1,50.1,Software Engineer,10.12,2,6,2.4087452888224363
Tier 3,7.86,0,3,0,0,1,0,1,0,51.4,Data Scientist,8.48,1,2,2.2491843162669305
Tier 2,4.89,0,0,2,2,2,0,0,1,36.4,Junior Developer,2.69,2,4,1.3056264580524357
Tier 2,7.0,2,0,0,2,2,1,1,0,45.6,Data Scientist,16.66,2,2,2.8713021951758138
Tier 2,6.39,3,3,3,1,1,0,2,2,50.0,Data Analyst,8.04,2,1,2.201659174404085
Tier 2,7.44,0,5,1,2,2,1,1,0,64.3,Software Engineer,16.41,2,6,2.8570447537800976
Tier 1,7.04,0,1,0,1,4,0,0,1,55.8,Data Scientist,6.42,3,2,2.004179057179289
Tier 2,8.21,1,2,0,2,2,2,1,1,63.5,Data Scientist,24.36,2,2,3.233173129569025
Tier 2,8.12,1,4,1,5,3,1,2,2,63.3,DevOps Engineer,19.8,2,3,3.0349529867072724
Tier 2,6.24,1,3,2,1,3,2,0,1,51.9,Software Engineer,9.92,2,6,2.390595970316759
Tier 3,7.47,1,0,2,1,5,0,1,0,49.8,DevOps Engineer,7.53,1,3,2.143589361503588
Tier 2,7.49,1,4,0,3,0,2,0,0,65.4,ML Engineer,16.1,2,5,2.8390784635086144
Tier 3,8.05,0,1,1,2,0,2,2,1,70.6,ML Engineer,15.6,1,5,2.8094026953624978
Tier 2,6.06,2,4,0,0,2,0,1,0,33.7,Software Engineer,7.81,2,6,2.175887439948088
Tier 2,7.83,1,1,1,1,4,1,0,1,63.1,Web Developer,15.59,2,7,2.808800104202353
Tier 2,7.88,0,3,0,3,2,0,2,3,47.3,Web Developer,10.7,2,7,2.4595888418037104
Tier 1,6.67,1,0,1,3,1,0,1,1,36.2,Data Analyst,7.79,3,1,2.1736147116970854
Tier 1,5.74,0,3,1,0,2,1,0,0,42.4,Web Developer,6.29,3,7,1.986503546020567
Tier 2,6.92,0,2,2,5,3,0,1,0,40.9,DevOps Engineer,8.26,2,3,2.225704048658088
Tier 3,8.84,1,0,2,1,0,1,2,2,64.9,Software Engineer,15.35,1,6,2.7942278973432626
Tier 2,6.28,2,4,0,0,2,1,3,1,44.0,Software Engineer,10.24,2,6,2.419478844465545
Tier 3,5.95,0,3,0,1,0,1,0,0,41.3,Web Developer,6.01,1,7,1.9473377010464987
Tier 3,8.51,1,2,0,2,3,1,2,1,58.1,Data Scientist,19.55,1,2,3.022860940942244
Tier 1,7.06,0,1,0,3,5,1,2,1,51.0,DevOps Engineer,15.7,3,3,2.8154087194227095
Tier 2,7.96,2,3,0,3,5,1,1,3,59.6,Data Scientist,16.04,2,2,2.8355635214011694
Tier 1,5.69,1,2,0,1,2,0,1,2,43.4,Web Developer,4.73,3,7,1.7457155307266483
Tier 2,5.53,0,1,1,3,1,2,0,0,53.6,Web Developer,5.98,2,7,1.9430489167742813
Tier 2,8.69,0,2,0,2,3,1,2,2,61.8,Data Scientist,24.2,2,2,3.2268439945173775
Tier 3,7.74,1,6,0,1,3,2,1,1,60.9,ML Engineer,15.93,1,5,2.829087196145044
Tier 3,7.15,1,1,0,1,2,3,0,1,66.7,Data Scientist,15.69,1,2,2.8148097376737438
Tier 2,6.72,0,0,0,0,2,1,2,2,52.5,Web Developer,9.97,2,7,2.395164274287139
Tier 2,5.63,0,1,0,1,3,2,0,0,43.2,Web Developer,5.47,2,7,1.8671761085128091
Tier 2,9.19,0,2,1,1,0,0,1,0,60.7,Data Scientist,10.29,2,2,2.4239173781615704
Tier 2,5.15,1,0,0,2,2,1,2,1,46.5,Junior Developer,4.57,2,4,1.7173950539391927
Tier 3,7.13,0,0,1,4,2,1,1,2,58.6,Web Developer,12.26,1,7,2.5847519847577165
Tier 3,9.79,2,0,1,3,3,0,1,1,64.2,Software Engineer,10.59,1,6,2.4501426573516603
Tier 3,5.84,0,4,0,1,2,1,0,3,50.1,Web Developer,6.17,1,7,1.969905654611529
Tier 1,4.96,0,1,1,2,1,1,1,0,37.4,Junior Developer,4.23,3,4,1.6544112780768316
Tier 2,8.49,1,4,0,0,2,0,4,2,57.3,Backend Developer,10.85,2,0,2.47232786758114
Tier 2,8.83,0,2,1,0,1,0,1,2,60.2,Backend Developer,10.63,2,0,2.453587966530573
Tier 2,8.18,0,2,0,2,3,0,2,2,60.7,Data Analyst,10.39,2,1,2.432735777459091
Tier 3,5.17,0,2,1,1,1,2,1,1,37.5,Junior Developer,4.31,1,4,1.6695918352538475
Tier 2,4.54,2,1,1,0,1,2,2,0,33.5,Junior Developer,4.76,2,4,1.7509374747078
Tier 2,6.39,1,1,0,1,3,0,1,0,45.3,Software Engineer,7.52,2,6,2.1424163408412245
Tier 3,8.3,0,2,0,1,3,1,2,1,62.4,Backend Developer,15.75,1,0,2.8183982582710754
Tier 1,6.2,1,2,1,0,2,1,0,2,41.4,Software Engineer,9.96,3,6,2.3942522815198695
Tier 3,6.99,1,3,0,1,0,0,2,3,47.3,Software Engineer,7.88,1,6,2.1838015570040787
Tier 3,6.4,1,1,1,2,0,0,1,0,44.2,Software Engineer,5.43,1,6,1.860974538249528
Tier 3,6.93,1,4,0,1,2,0,1,1,45.6,Software Engineer,8.15,1,6,2.21375387928743
Tier 2,6.74,2,4,0,0,2,1,1,2,46.7,Data Analyst,9.81,2,1,2.3804716316511167
Tier 3,6.76,0,1,2,1,8,1,0,1,48.7,DevOps Engineer,10.08,1,3,2.405141681319138
Tier 3,6.91,1,2,1,2,3,1,0,2,48.5,Web Developer,9.97,1,7,2.395164274287139
Tier 2,5.59,2,2,1,2,3,1,2,1,36.4,Web Developer,5.62,2,7,1.890095369948917
Tier 3,4.33,1,1,0,0,0,1,2,1,39.0,Junior Developer,4.26,1,4,1.6601310267496185
Tier 3,7.02,0,1,0,1,4,2,2,0,59.6,Data Scientist,15.93,1,2,2.829087196145044
Tier 2,6.89,1,2,1,4,2,0,2,1,46.5,Software Engineer,8.11,2,6,2.209372711271867
Tier 3,6.43,1,1,0,1,2,1,1,2,51.1,Web Developer,10.21,1,7,2.4168062370840686
Tier 2,7.3,4,2,1,2,1,0,2,3,51.5,Data Analyst,10.47,2,1,2.4397349311412793
Tier 3,5.72,1,1,2,2,3,3,0,1,52.7,Web Developer,6.1,1,7,1.9600947840472698
Tier 2,6.8,0,0,0,0,0,0,3,2,36.7,Software Engineer,7.98,2,6,2.194999882314108
Tier 2,8.2,1,1,0,1,1,2,1,1,65.1,ML Engineer,22.58,2,5,3.160398895109225
Tier 2,7.57,1,1,1,2,5,1,1,0,58.8,Data Scientist,15.88,2,2,2.826129489167811
Tier 2,8.05,1,0,0,3,4,0,0,1,56.0,Data Analyst,6.47,2,1,2.010894999144726
Tier 1,7.38,2,2,0,2,1,0,1,4,45.8,Data Analyst,10.33,3,1,2.427454075039915
Tier 3,7.27,1,2,1,2,1,1,2,1,54.8,Data Scientist,13.23,1,2,2.655352412101761
Tier 2,6.43,4,2,0,2,1,0,2,2,48.4,Software Engineer,8.14,2,6,2.2126603854660587
Tier 3,5.9,1,3,2,3,2,0,1,1,41.0,Web Developer,4.61,1,7,1.724550719534605
Tier 2,5.95,1,2,1,1,2,1,1,0,40.3,Web Developer,6.36,2,7,1.9960599327407849
Tier 3,8.1,1,4,0,3,3,0,1,1,59.0,DevOps Engineer,10.1,1,3,2.4069451083182885
Tier 3,6.45,0,0,1,4,3,0,1,0,46.6,Software Engineer,6.44,1,6,2.0068708488450007
Tier 2,5.68,1,0,1,2,2,0,1,0,36.4,Web Developer,5.15,2,7,1.8164520818184267
Tier 2,7.19,2,1,1,1,0,0,3,1,52.1,Software Engineer,9.91,2,6,2.3896797998449792
Tier 1,7.22,3,3,0,1,2,1,0,2,51.1,Web Developer,15.28,3,7,2.7899373605743945
Tier 2,5.65,1,5,0,1,2,1,1,1,41.8,Web Developer,6.49,2,7,2.0135687975291283
Tier 2,6.07,1,1,0,3,4,0,2,2,46.3,Backend Developer,8.17,2,0,2.2159372862683733
Tier 3,5.84,0,2,1,0,2,1,1,0,44.9,Web Developer,5.17,1,7,1.8196988379172965
Tier 2,7.99,0,1,0,2,1,1,2,2,74.9,DevOps Engineer,15.49,2,3,2.8027541365715076
Tier 2,4.75,0,3,2,0,3,1,0,0,39.0,Junior Developer,4.13,2,4,1.6351056591826783
Tier 2,5.9,1,2,0,0,0,0,0,1,35.0,Web Developer,4.81,2,7,1.7595805708638197
Tier 2,6.77,1,2,1,1,0,1,1,0,53.1,DevOps Engineer,10.07,2,3,2.4042387467205457
Tier 3,7.14,1,4,1,0,4,0,1,0,47.1,Software Engineer,8.44,1,6,2.244955980157409
Tier 3,6.23,0,2,0,0,3,2,1,1,55.9,Data Analyst,9.78,1,1,2.377692565480851
Tier 1,5.73,4,1,0,1,2,0,2,2,40.2,Web Developer,5.28,3,7,1.8373699804801074
Tier 2,6.99,1,2,0,2,2,1,1,2,52.7,Web Developer,10.2,2,7,2.4159137783010487
Tier 2,7.13,0,1,0,2,4,1,2,1,52.7,Web Developer,15.55,2,7,2.806386101823072
Tier 3,6.38,3,0,3,2,1,3,1,1,61.8,Data Analyst,9.96,1,1,2.3942522815198695
Tier 1,7.41,1,1,2,4,0,0,0,1,58.9,Data Analyst,6.24,3,1,1.979621206397625
Tier 3,6.1,2,4,1,0,1,0,3,2,46.3,Backend Developer,8.42,1,0,2.2428350885882717
Tier 3,9.17,1,2,0,2,2,2,1,2,70.4,ML Engineer,22.63,1,5,3.1625170911988163
Tier 3,7.89,1,4,0,3,0,0,4,0,49.9,Backend Developer,10.31,1,0,2.425687290128029
Tier 3,5.03,0,0,2,2,1,1,0,3,34.6,Junior Developer,4.99,1,4,1.7900914121273581
Tier 3,6.27,1,2,1,2,0,0,3,1,45.3,Web Developer,8.13,1,7,2.211565694606877
Tier 2,6.8,1,3,1,5,1,1,1,0,58.0,Software Engineer,10.21,2,6,2.4168062370840686
Tier 2,8.62,0,1,0,0,1,0,1,0,58.5,DevOps Engineer,10.23,2,3,2.418588768750352
Tier 3,8.69,1,2,0,0,6,3,2,1,81.0,Data Scientist,24.11,1,2,3.2232661731694936
Tier 3,7.69,0,4,2,0,2,2,2,1,60.6,Data Scientist,16.58,1,2,2.866761892257031
Tier 1,6.17,0,1,0,2,3,2,1,0,53.7,Software Engineer,9.63,3,6,2.363680192353857
Tier 3,6.45,1,1,1,0,3,0,2,2,42.9,Backend Developer,7.64,1,0,2.1564025828159643
Tier 3,6.41,1,3,0,0,0,0,2,0,55.0,Software Engineer,7.88,1,6,2.1838015570040787
Tier 3,6.16,2,4,2,1,5,0,0,1,42.4,Software Engineer,6.66,1,6,2.0360119837525
Tier 2,7.23,1,2,0,1,3,1,2,0,59.2,Data Scientist,16.15,2,2,2.8419981736119486
Tier 1,8.08,0,1,0,1,4,3,1,1,73.1,ML Engineer,24.07,3,5,3.221671912170202
Tier 2,6.3,0,3,2,0,1,1,0,1,46.4,Data Analyst,10.17,2,1,2.413231613081109
Tier 3,7.78,0,0,1,0,0,0,3,2,54.3,Software Engineer,8.07,1,6,2.2049722641270453
Tier 2,8.53,1,1,0,2,3,0,3,0,54.5,Software Engineer,9.96,2,6,2.3942522815198695
Tier 2,7.17,1,2,0,2,1,1,0,1,52.5,Data Scientist,16.57,2,2,2.866192902199006
Tier 3,8.12,1,1,1,5,1,1,2,1,68.3,Software Engineer,15.81,1,6,2.8219739474205245
Tier 2,7.94,0,1,0,1,2,1,0,2,50.7,Data Scientist,16.25,2,2,2.847812143477369
Tier 3,6.8,2,2,0,0,1,1,2,2,59.2,Backend Developer,9.91,1,0,2.3896797998449792
Tier 1,6.31,1,2,0,2,2,3,1,1,54.4,Software Engineer,9.67,3,6,2.367436065313662
Tier 2,7.57,2,2,0,0,3,1,0,1,57.2,Web Developer,15.35,2,7,2.7942278973432626
Tier 3,7.67,3,2,1,2,3,1,0,0,51.9,Data Scientist,13.85,1,2,2.6979998652487085
Tier 3,5.87,0,3,1,2,2,2,0,2,44.8,Web Developer,6.24,1,7,1.979621206397625
Tier 2,6.17,1,3,1,1,1,1,2,2,56.3,Software Engineer,10.56,2,6,2.4475508632442313
Tier 3,7.2,0,2,1,0,3,1,1,2,52.0,Web Developer,12.32,1,7,2.589266665112243
Tier 2,8.37,0,0,1,1,1,0,1,0,65.9,Software Engineer,9.89,2,6,2.387844936944869
Tier 2,6.91,0,3,0,3,1,1,0,1,53.6,Software Engineer,10.28,2,6,2.423031246069913
Tier 2,4.94,1,3,3,2,3,0,1,2,28.6,Junior Developer,4.14,2,4,1.6370530794670737
