college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 2,5.01,1,3,1,0,1,"AWS, DSA, Docker, Python",1,3,0,29.2,Junior Developer,4.35
Tier 3,7.01,1,2,0,1,2,"JavaScript, Docker",0,1,1,55.6,Web Developer,8.88
Tier 2,6.75,0,2,0,3,3,"Java, Deep Learning, Docker, Python",1,3,0,44.7,Backend Developer,10.27
Tier 3,5.72,0,4,1,2,2,"Java, PyTorch",1,1,0,49.1,Web Developer,5.88
Tier 2,5.71,0,1,1,1,1,"Git, JavaScript",0,0,2,39.8,Web Developer,4.08
Tier 3,8.78,3,0,3,1,3,"DSA, Machine Learning, Django, Excel, React, AWS",2,3,1,78.4,Data Scientist,21.99
Tier 3,5.97,0,3,1,2,4,"Docker, JavaScript, Machine Learning",1,1,1,37.7,Web Developer,6.58
Tier 2,6.58,0,2,0,1,5,"Docker, Excel, React, HTML/CSS, TensorFlow",1,2,2,38.5,Web Developer,9.33
Tier 3,6.03,1,2,0,2,3,"JavaScript, React",0,1,1,48.1,Web Developer,8.08
Tier 2,5.15,1,3,2,2,2,"TensorFlow, JavaScript",1,0,1,39.0,Junior Developer,4.24
Tier 2,6.57,0,1,2,1,1,"Machine Learning, JavaScript",1,0,1,49.7,Web Developer,9.94
Tier 1,6.48,1,0,1,0,1,"Machine Learning, JavaScript, Git, TensorFlow",2,0,2,56.8,Web Developer,9.48
Tier 3,6.37,0,0,2,4,3,"Linux, React, PyTorch, Excel",1,1,2,58.2,Software Engineer,10.13
Tier 3,9.63,0,1,0,2,1,"Django, Java, Machine Learning, Docker",1,3,0,72.9,Backend Developer,17.24
Tier 1,9.23,3,2,0,1,1,Linux,0,0,1,65.2,DevOps Engineer,6.3
Tier 3,6.18,0,2,2,1,3,"Deep Learning, Excel",1,0,1,47.0,Data Analyst,8.96
Tier 3,6.08,0,1,2,3,0,"Java, TensorFlow, Machine Learning, Docker",2,2,0,52.7,Backend Developer,9.73
Tier 2,8.98,0,7,1,2,2,"Linux, Node.js",0,1,1,62.7,DevOps Engineer,9.88
Tier 2,5.91,1,1,0,0,2,"SQL, React",0,1,1,47.2,Web Developer,4.75
Tier 2,7.07,1,3,0,3,2,React,0,1,0,49.6,Software Engineer,10.33
Tier 2,8.01,0,3,2,1,1,"Git, Node.js, DSA, PyTorch, Docker",2,2,1,60.8,Data Scientist,22.34
Tier 1,6.32,0,6,0,3,5,"Python, JavaScript, TensorFlow",1,1,1,44.9,Junior Developer,8.66
Tier 2,7.42,0,4,0,2,2,"Git, AWS",0,1,1,53.9,DevOps Engineer,10.74
Tier 2,7.84,0,3,1,0,0,"Linux, Docker, JavaScript, Git",0,1,3,48.8,DevOps Engineer,10.22
Tier 3,5.34,1,2,1,0,1,"HTML/CSS, DSA, AWS",1,1,1,36.7,Junior Developer,4.09
Tier 2,9.33,1,4,0,1,1,"AWS, Excel, Node.js, Deep Learning",1,2,1,67.1,Data Scientist,24.06
Tier 2,7.28,1,4,2,1,1,Node.js,0,1,0,52.9,Data Scientist,10.09
Tier 2,8.72,0,1,0,4,0,"Docker, Java, TensorFlow, DSA",2,2,0,67.8,ML Engineer,23.04
Tier 3,8.49,0,3,0,0,0,Deep Learning,1,0,0,66.8,Data Scientist,12.85
Tier 1,6.31,1,2,0,0,3,AWS,0,1,0,46.4,Software Engineer,8.08
Tier 1,8.0,0,2,1,1,1,"Docker, TensorFlow",1,1,0,58.3,Data Scientist,23.54
Tier 2,8.42,4,0,0,2,0,DSA,1,0,0,54.2,Software Engineer,19.71
Tier 1,6.91,1,3,1,2,3,"SQL, Docker",0,1,1,46.7,Backend Developer,7.96
Tier 1,8.59,0,2,1,1,2,"Python, Docker, Deep Learning, TensorFlow, Git, AWS",2,3,1,67.8,Data Scientist,23.86
Tier 3,5.94,2,2,1,2,2,"Docker, Deep Learning",1,1,0,39.1,Web Developer,5.88
Tier 2,9.01,3,2,0,1,1,Linux,0,0,1,66.1,DevOps Engineer,6.2
Tier 2,8.73,4,0,1,1,0,"React, Python, Git",0,2,1,59.8,Software Engineer,10.56
Tier 3,7.89,1,1,0,1,2,"Java, HTML/CSS, Deep Learning",1,1,1,57.4,Data Scientist,14.06
Tier 2,8.33,0,0,1,2,3,"Linux, Django, TensorFlow, PyTorch",2,1,1,68.9,ML Engineer,21.27
Tier 2,5.95,2,2,1,2,1,"JavaScript, HTML/CSS, TensorFlow, Node.js",1,1,2,37.0,Web Developer,5.88
Tier 3,6.35,1,1,3,1,2,Java,0,1,0,40.9,Software Engineer,4.9
Tier 2,8.25,2,4,0,1,4,Node.js,0,1,0,61.5,Data Scientist,10.2
Tier 1,7.79,1,0,0,2,4,"JavaScript, Machine Learning",1,0,1,56.1,Data Scientist,15.91
Tier 2,5.56,1,2,0,3,0,"DSA, React, Git, Django",1,2,1,46.8,Web Developer,6.33
Tier 2,6.88,1,1,3,1,2,"Excel, Deep Learning, Machine Learning, JavaScript, SQL",2,0,3,53.9,ML Engineer,10.19
Tier 2,8.97,0,1,0,1,2,"Linux, DSA, Django, TensorFlow, PyTorch, Python",3,2,1,73.8,ML Engineer,24.32
Tier 2,6.88,0,2,0,3,1,Python,0,1,0,47.1,Software Engineer,7.86
Tier 1,7.26,1,4,0,1,0,"PyTorch, Java, Python, TensorFlow, HTML/CSS",2,2,1,52.8,ML Engineer,15.85
Tier 2,6.35,0,1,1,4,2,"TensorFlow, Django, Git",1,1,1,50.6,Software Engineer,10.43
Tier 3,7.06,0,2,0,1,3,"PyTorch, Java, HTML/CSS",1,1,1,47.4,Software Engineer,12.4
Tier 1,7.82,1,2,0,2,3,Git,0,0,1,61.9,Data Scientist,5.68
Tier 2,6.59,1,2,3,1,8,HTML/CSS,0,0,1,47.4,Web Developer,6.38
Tier 2,7.25,1,3,0,2,1,"Java, JavaScript, Node.js, Linux",0,2,2,46.4,Software Engineer,10.84
Tier 3,10.0,2,3,2,0,2,"HTML/CSS, JavaScript",0,0,2,68.4,Web Developer,6.35
Tier 3,6.05,2,0,3,2,4,"JavaScript, Linux, Excel, TensorFlow, Node.js",1,1,3,48.3,Web Developer,10.36
Tier 2,8.26,3,0,0,2,2,Linux,0,0,1,57.6,DevOps Engineer,5.53
Tier 1,7.53,2,4,0,0,1,SQL,0,0,1,62.3,Data Analyst,6.35
Tier 1,6.67,1,1,1,1,3,"PyTorch, Docker, Excel, Django, Node.js",1,3,1,52.1,Data Analyst,9.89
Tier 2,8.54,0,4,0,1,4,"Python, PyTorch, React, Excel, Django",1,3,1,70.2,Software Engineer,21.89
Tier 1,7.51,0,2,0,2,4,"Machine Learning, Node.js, TensorFlow",2,1,0,61.2,ML Engineer,15.66
Tier 2,6.86,1,1,0,3,4,"Django, AWS",0,2,0,47.1,DevOps Engineer,8.31
Tier 1,8.38,2,1,1,0,1,"Linux, DSA, Git, Machine Learning, HTML/CSS, TensorFlow",3,0,3,63.8,ML Engineer,24.35
Tier 2,4.56,3,1,2,0,0,"Git, Excel, DSA",1,0,2,31.7,Junior Developer,4.55
Tier 3,8.39,2,1,0,2,3,"SQL, Node.js, JavaScript, Excel, PyTorch, DSA",2,1,3,72.6,ML Engineer,19.46
Tier 2,7.14,1,2,0,2,0,"Git, SQL, Node.js, HTML/CSS",0,1,3,53.4,Web Developer,10.08
Tier 2,8.86,0,5,1,1,3,"HTML/CSS, DSA, Django, Git, TensorFlow",2,1,2,74.7,Data Scientist,23.51
Tier 2,6.36,0,6,1,4,1,"DSA, Excel, Node.js",1,1,1,45.2,Software Engineer,10.01
Tier 2,6.98,2,3,0,1,2,"HTML/CSS, Excel, SQL, DSA, Django",1,1,3,53.5,Data Analyst,10.21
Tier 2,6.96,2,1,0,5,0,"DSA, Excel, PyTorch, Git",2,0,2,69.4,Data Scientist,10.01
Tier 3,6.0,0,1,1,2,2,React,0,1,0,38.7,Software Engineer,5.42
Tier 1,8.38,0,2,0,1,3,"Machine Learning, Deep Learning, TensorFlow, Docker",3,1,0,73.7,Data Scientist,23.6
Tier 2,7.93,3,4,2,2,2,"HTML/CSS, AWS",0,1,1,60.8,Web Developer,11.0
Tier 2,7.46,0,2,0,1,2,"JavaScript, Django, Git",0,1,2,63.3,Web Developer,10.22
Tier 2,7.28,0,2,1,2,0,"TensorFlow, Machine Learning",2,0,0,60.1,ML Engineer,15.71
Tier 2,8.86,1,1,1,4,6,"AWS, Deep Learning, Machine Learning, React, TensorFlow",3,2,0,77.7,ML Engineer,24.17
Tier 3,9.59,0,5,0,1,2,Excel,0,0,1,67.8,Data Analyst,6.43
Tier 2,6.28,4,3,2,2,2,Excel,0,0,1,33.2,Data Analyst,5.98
Tier 3,7.09,2,2,0,3,1,"Python, SQL, PyTorch",1,1,1,53.9,Data Analyst,12.82
Tier 3,6.51,0,2,0,0,1,"Docker, Java, Machine Learning, AWS",1,3,0,38.6,DevOps Engineer,10.58
Tier 2,8.13,1,3,0,2,1,"HTML/CSS, Machine Learning, Python",1,1,1,58.4,Data Scientist,21.02
Tier 3,5.83,1,2,2,1,2,"React, Django, Docker, Node.js",0,4,0,40.5,Web Developer,4.8
Tier 1,7.77,0,2,0,2,1,SQL,0,0,1,51.1,Data Analyst,6.46
Tier 2,6.56,0,2,0,1,1,"Node.js, PyTorch",1,1,0,46.5,Software Engineer,9.59
Tier 3,7.23,1,2,0,2,0,"Docker, TensorFlow, Excel, Django, Python",1,3,1,48.0,Data Scientist,14.69
Tier 2,6.56,1,3,0,0,1,"Node.js, DSA, Deep Learning, Excel, Machine Learning",3,1,1,61.6,Data Scientist,9.9
Tier 2,7.26,1,1,0,2,2,"React, PyTorch",1,1,0,56.0,Software Engineer,15.58
Tier 3,5.87,2,0,1,3,0,SQL,0,0,1,46.3,Web Developer,4.7
Tier 3,5.98,1,1,1,1,1,"Django, Node.js, Docker, React",0,4,0,50.9,Web Developer,4.24
Tier 2,9.26,4,2,1,1,1,"Python, TensorFlow, HTML/CSS, DSA",2,1,1,77.3,ML Engineer,30.9
Tier 3,6.4,0,2,4,1,3,Docker,0,1,0,39.7,Backend Developer,4.19
Tier 2,6.63,1,1,0,1,0,Node.js,0,1,0,53.7,Software Engineer,8.06
Tier 3,7.48,0,3,0,1,0,"Node.js, HTML/CSS, PyTorch, Linux, JavaScript",1,1,3,56.7,Web Developer,13.97
Tier 1,7.75,0,1,0,0,1,"Excel, Linux, JavaScript",0,0,3,49.7,Web Developer,6.07
Tier 3,6.34,1,2,3,5,2,"Machine Learning, React, JavaScript",1,1,1,45.4,Web Developer,10.15
Tier 3,8.22,0,1,1,2,2,"React, DSA, Java",1,2,0,70.0,Software Engineer,13.67
Tier 1,8.58,1,1,0,2,3,"Django, Excel",0,1,1,48.7,Data Analyst,10.53
Tier 2,6.28,1,1,0,0,3,"Machine Learning, JavaScript, Deep Learning, Node.js",2,1,1,51.3,Web Developer,10.31
Tier 2,7.72,0,1,0,0,3,Excel,0,0,1,50.4,Data Analyst,6.39
Tier 3,8.61,1,0,0,2,1,"HTML/CSS, PyTorch, TensorFlow, Python",2,1,1,71.0,ML Engineer,19.57
Tier 2,5.22,1,1,1,1,4,Git,0,0,1,26.1,Junior Developer,3.62
Tier 1,4.7,0,2,0,2,1,"React, Python, Docker, Linux",0,3,1,29.4,Junior Developer,3.36
Tier 1,6.97,1,2,1,2,2,"React, Python",0,2,0,52.3,Software Engineer,7.74
Tier 1,6.46,1,3,0,2,6,HTML/CSS,0,0,1,43.8,Web Developer,6.41
Tier 3,6.87,1,4,0,2,2,"AWS, Python",0,2,0,41.4,Software Engineer,8.09
Tier 2,9.65,0,3,1,1,5,"Docker, SQL, Linux",0,1,2,71.0,DevOps Engineer,10.64
Tier 3,6.12,1,2,0,2,4,"Python, Git, SQL, Node.js, TensorFlow",1,2,2,41.2,Data Analyst,10.03
Tier 2,6.08,0,0,0,2,2,JavaScript,0,0,1,46.4,Web Developer,6.43
Tier 3,6.96,0,4,0,0,1,"Node.js, Django, Git, PyTorch",1,2,1,50.0,Software Engineer,9.79
Tier 1,6.76,1,1,2,3,0,"Django, Node.js, Machine Learning, SQL, Java",1,3,1,48.1,Backend Developer,10.16
Tier 3,6.77,3,4,2,0,2,Python,0,1,0,48.1,Software Engineer,8.07
Tier 1,6.05,2,2,2,2,3,"Machine Learning, React, SQL",1,1,1,49.6,Software Engineer,10.16
Tier 2,9.2,2,2,0,3,2,"SQL, JavaScript, PyTorch, Machine Learning",2,0,2,63.6,ML Engineer,29.2
Tier 1,7.51,0,2,2,1,2,Java,0,1,0,53.1,Software Engineer,9.8
Tier 3,9.48,1,0,0,2,1,"AWS, Linux, DSA",1,1,1,77.9,DevOps Engineer,17.71
Tier 3,6.23,1,2,1,4,4,"HTML/CSS, Java, Git, Deep Learning, Linux",1,1,3,45.7,Software Engineer,9.67
Tier 3,7.14,0,2,0,2,1,"React, TensorFlow",1,1,0,53.7,Data Scientist,11.55
Tier 2,8.81,1,2,0,1,1,"Machine Learning, AWS, Deep Learning, Python, Docker, DSA",3,3,0,74.2,Data Scientist,23.3
Tier 3,8.13,0,3,0,1,2,"Python, JavaScript",0,1,1,56.2,Data Scientist,9.69
Tier 2,7.02,2,4,0,1,0,TensorFlow,1,0,0,48.2,Data Scientist,16.31
Tier 2,7.87,1,2,0,1,1,"SQL, React, AWS, HTML/CSS",0,2,2,54.1,Web Developer,10.71
Tier 3,6.67,1,1,2,1,3,"Deep Learning, SQL, Docker, Machine Learning",2,1,1,54.1,ML Engineer,9.62
Tier 2,4.92,0,3,1,1,3,Excel,0,0,1,25.1,Junior Developer,3.3
Tier 1,6.63,0,1,2,1,3,"TensorFlow, Linux, Django",1,1,1,58.9,DevOps Engineer,10.36
Tier 3,6.27,0,3,1,6,1,"AWS, PyTorch",1,1,0,41.4,Software Engineer,10.46
Tier 1,5.89,4,3,0,1,0,Linux,0,0,1,38.8,Web Developer,4.91
Tier 2,6.66,1,5,2,0,2,"JavaScript, Python",0,1,1,44.9,Junior Developer,8.14
Tier 1,4.0,4,4,0,0,4,"AWS, JavaScript",0,1,1,29.2,Junior Developer,3.53
Tier 3,9.49,1,0,0,2,5,"Machine Learning, Django",1,1,0,67.7,Data Scientist,17.91
Tier 3,7.22,1,1,0,2,1,"Node.js, Machine Learning, Excel",1,1,1,52.1,Data Scientist,12.88
Tier 2,7.03,1,3,3,0,3,"HTML/CSS, Deep Learning, Node.js, Linux",1,1,2,53.5,Data Scientist,14.92
Tier 3,6.05,1,2,0,1,1,"PyTorch, SQL, Git, Machine Learning",2,0,2,48.7,Data Analyst,10.44
Tier 2,5.78,1,2,0,0,1,"Machine Learning, Java, Git, Node.js",1,2,1,39.0,Web Developer,6.23
Tier 2,6.95,0,2,0,1,1,"Deep Learning, Python, JavaScript",1,1,1,61.1,Junior Developer,8.85
Tier 2,6.53,0,2,3,3,2,Java,0,1,0,44.4,Software Engineer,7.9
Tier 1,5.04,1,0,0,1,2,Deep Learning,1,0,0,42.8,Junior Developer,4.59
Tier 2,6.45,1,3,1,1,2,"Docker, HTML/CSS",0,1,1,42.4,Web Developer,7.76
Tier 3,5.3,0,5,1,4,3,"TensorFlow, DSA, AWS, Git",2,1,1,46.5,Junior Developer,4.86
Tier 1,8.31,1,2,0,3,3,"PyTorch, SQL, Excel, Python",1,1,2,61.4,Data Analyst,13.39
Tier 2,6.13,0,3,1,1,4,"SQL, React, Excel, DSA",1,1,2,43.3,Software Engineer,9.65
Tier 1,6.84,1,2,1,1,2,"Java, AWS, Django",0,3,0,48.5,Software Engineer,8.32
Tier 3,8.83,0,2,0,3,0,Git,0,0,1,62.5,Data Scientist,6.45
Tier 2,8.21,0,2,0,2,2,"Django, Git",0,1,1,62.3,Data Scientist,10.58
Tier 3,7.77,0,2,0,2,3,"Node.js, PyTorch",1,1,0,68.9,Data Scientist,14.18
Tier 2,6.94,1,5,3,1,2,"SQL, React, Excel",0,1,2,54.3,Data Analyst,7.72
Tier 3,7.51,0,1,0,2,1,"Linux, Machine Learning, Git, Python, AWS",1,2,2,55.5,Data Scientist,14.38
Tier 1,6.63,2,5,0,4,2,"Java, Docker, PyTorch, React",1,3,0,41.9,Software Engineer,10.03
Tier 2,5.78,0,1,2,2,1,Git,0,0,1,34.3,Web Developer,3.88
Tier 1,5.92,1,2,2,0,3,"Git, Docker",0,1,1,37.1,Web Developer,5.45
Tier 1,6.25,2,0,0,1,2,"Docker, TensorFlow, HTML/CSS, React",1,2,1,52.0,Web Developer,10.54
Tier 2,8.11,1,4,0,1,3,"Node.js, Java, Excel, Docker",0,3,1,56.1,Backend Developer,10.91
Tier 2,7.17,1,0,2,1,2,"SQL, PyTorch, Excel, Python",1,1,2,57.1,Data Analyst,12.96
Tier 2,6.7,0,1,0,4,2,"Django, Python",0,2,0,51.4,Software Engineer,7.81
Tier 2,7.49,0,3,0,2,1,Django,0,1,0,45.5,Data Scientist,10.32
Tier 2,6.39,1,2,0,2,1,"Git, AWS, PyTorch",1,1,1,52.2,Software Engineer,9.89
Tier 2,6.14,1,2,4,1,2,"SQL, AWS, Git",0,1,2,41.6,Data Analyst,5.61
Tier 3,6.93,0,3,0,0,2,"React, SQL",0,1,1,48.4,Software Engineer,7.67
Tier 3,7.74,0,1,1,2,2,"Docker, Excel, Django, HTML/CSS, Java",0,3,2,52.5,Backend Developer,9.88
Tier 3,5.55,1,3,0,0,0,"Python, DSA",1,1,0,42.7,Junior Developer,6.22
Tier 2,8.55,1,0,0,2,2,Excel,0,0,1,65.2,Data Analyst,5.94
Tier 1,8.3,1,1,2,0,2,React,0,1,0,55.0,Software Engineer,10.55
Tier 3,7.56,1,5,1,2,4,"Deep Learning, DSA, Node.js, PyTorch",3,1,0,65.7,ML Engineer,16.11
Tier 2,8.73,3,0,2,0,1,"Linux, Python, DSA, Machine Learning, JavaScript",2,1,2,70.9,ML Engineer,24.08
Tier 3,6.78,0,3,0,2,0,"Excel, Java, React, Deep Learning",1,2,1,47.5,Software Engineer,9.99
Tier 2,6.84,1,5,1,3,2,"SQL, AWS, Node.js, Git",0,2,2,62.3,Data Analyst,7.95
Tier 2,6.1,1,3,0,1,2,"JavaScript, Excel, Git, Machine Learning",1,0,3,48.5,Web Developer,9.82
Tier 1,8.08,1,1,0,2,0,Machine Learning,1,0,0,55.8,Data Scientist,23.12
Tier 1,7.51,0,3,0,2,2,PyTorch,1,0,0,65.2,Data Scientist,16.21
Tier 2,6.89,2,3,0,4,1,"Node.js, Django, DSA, React",1,3,0,54.2,Software Engineer,10.29
Tier 2,6.08,3,2,0,0,2,"Git, DSA, TensorFlow, Node.js, HTML/CSS",2,1,2,44.7,Software Engineer,9.46
Tier 2,8.48,0,2,0,1,1,"SQL, JavaScript, TensorFlow, Excel",1,0,3,61.5,Data Analyst,13.66
Tier 2,8.11,1,4,2,2,2,"SQL, Excel, Linux, DSA, Deep Learning",2,0,3,63.3,Data Scientist,22.25
Tier 3,6.41,0,1,1,0,0,"AWS, PyTorch",1,1,0,53.6,Software Engineer,8.44
Tier 1,6.62,1,3,0,2,4,"AWS, React, DSA, Java, TensorFlow",2,3,0,55.1,ML Engineer,9.65
Tier 1,7.36,0,0,1,5,1,"Docker, SQL",0,1,1,54.7,Backend Developer,10.23
Tier 2,5.29,0,1,2,1,3,Git,0,0,1,35.6,Junior Developer,3.64
Tier 2,8.56,1,2,1,0,4,"Java, JavaScript, Deep Learning",1,1,1,59.7,Data Scientist,23.67
Tier 2,7.34,2,6,1,3,0,"Machine Learning, Java",1,1,0,57.3,Data Scientist,15.71
Tier 3,5.37,0,3,1,1,1,"React, Linux, TensorFlow, Deep Learning",2,1,1,47.0,Junior Developer,4.59
Tier 3,9.0,0,0,0,1,2,"Python, Deep Learning",1,1,0,63.7,Data Scientist,15.07
Tier 3,5.73,1,4,1,1,1,"Deep Learning, PyTorch, Node.js",2,1,0,51.5,Web Developer,6.07
Tier 2,8.84,0,0,2,1,3,"Java, AWS, React, DSA, Git",1,3,1,59.1,Software Engineer,22.34
Tier 2,6.66,0,2,0,1,3,SQL,0,0,1,54.4,Data Analyst,6.54
Tier 2,8.48,0,0,1,0,1,"Java, Django, Node.js, JavaScript, SQL",0,3,2,65.0,Backend Developer,10.51
Tier 2,8.76,1,5,0,0,1,TensorFlow,1,0,0,64.6,Data Scientist,22.81
Tier 3,8.36,1,3,0,3,1,"SQL, AWS",0,1,1,59.2,Data Analyst,10.87
Tier 3,6.49,2,1,0,2,4,"AWS, Java, Node.js",0,3,0,41.8,Software Engineer,7.71
Tier 1,7.82,1,1,2,2,5,"TensorFlow, HTML/CSS",1,0,1,57.7,Data Scientist,16.21
Tier 2,6.89,0,3,2,2,3,"Java, AWS, Excel, TensorFlow, HTML/CSS",1,2,2,54.5,Software Engineer,10.18
Tier 3,7.7,0,0,0,3,1,"Machine Learning, Python",1,1,0,59.1,Data Scientist,11.94
Tier 1,7.3,1,0,1,3,2,"AWS, TensorFlow",1,1,0,62.9,Data Scientist,15.62
Tier 2,6.68,2,4,1,1,2,"Linux, Python, Excel",0,1,2,42.6,Data Analyst,7.87
Tier 3,6.07,3,2,0,1,5,"Java, SQL, React, DSA",1,2,1,43.3,Software Engineer,9.82
Tier 3,7.31,2,0,0,1,1,Docker,0,1,0,48.1,DevOps Engineer,7.56
Tier 2,7.42,2,2,0,1,3,"Machine Learning, Git, Deep Learning",2,0,1,63.4,Data Scientist,15.76
Tier 2,7.51,1,2,0,2,1,"Django, Git",0,1,1,72.6,Data Scientist,9.94
Tier 3,6.54,0,5,0,0,1,"AWS, Java, JavaScript, Node.js, DSA",1,3,1,51.2,Software Engineer,10.38
Tier 3,9.17,1,4,0,2,3,Git,0,0,1,58.5,Data Scientist,6.64
Tier 3,8.0,1,2,1,3,1,"Machine Learning, TensorFlow, AWS",2,1,0,62.8,ML Engineer,16.31
Tier 2,5.86,1,0,0,0,3,Docker,0,1,0,34.1,Web Developer,5.0
Tier 3,6.74,2,4,1,4,1,"HTML/CSS, React, PyTorch, Node.js",1,2,1,43.2,Web Developer,9.58
Tier 3,6.02,0,1,2,5,2,Excel,0,0,1,48.7,Data Analyst,4.89
Tier 2,5.92,1,0,1,0,2,"Docker, Excel, DSA, HTML/CSS",1,1,2,46.6,Web Developer,6.07
Tier 3,5.74,1,1,0,0,5,Excel,0,0,1,35.5,Web Developer,5.08
Tier 3,7.3,1,1,2,1,5,"HTML/CSS, PyTorch, Java, Django, JavaScript",1,2,2,56.6,Web Developer,13.4
Tier 3,7.89,0,2,2,2,1,"Docker, DSA, Git, Excel, SQL",1,1,3,60.9,Data Analyst,12.35
Tier 3,9.11,1,0,0,1,5,AWS,0,1,0,62.3,DevOps Engineer,11.03
Tier 2,6.93,1,10,1,2,3,"Node.js, Java, TensorFlow",1,2,0,57.9,Software Engineer,9.35
Tier 2,7.88,0,2,0,2,4,"DSA, PyTorch, Linux, Java",2,1,1,63.4,Data Scientist,16.03
Tier 3,7.67,0,1,0,2,3,"Java, Machine Learning",1,1,0,59.1,Data Scientist,12.91
Tier 3,6.53,1,3,2,4,3,Python,0,1,0,49.8,Software Engineer,8.18
Tier 1,8.86,0,0,0,2,0,"Excel, PyTorch, SQL, Docker, Deep Learning, TensorFlow",3,1,2,77.1,ML Engineer,23.9
Tier 2,8.04,1,2,0,0,2,"Deep Learning, Machine Learning, Node.js",2,1,0,59.9,Data Scientist,22.34
Tier 3,5.32,3,1,0,1,1,"Deep Learning, React, HTML/CSS",1,1,1,37.7,Junior Developer,4.39
Tier 1,8.14,0,1,0,1,5,"Linux, Java",0,1,1,51.4,Software Engineer,10.82
Tier 3,5.63,2,2,1,0,5,"Node.js, SQL, Java, TensorFlow",1,2,1,42.2,Web Developer,6.2
Tier 2,6.92,0,0,1,3,2,"PyTorch, Django, Node.js",1,2,0,48.2,Software Engineer,9.51
Tier 1,5.79,0,0,1,2,2,"AWS, Java, Excel, Linux",0,2,2,32.5,Web Developer,4.75
Tier 3,7.78,0,2,1,1,3,"React, HTML/CSS, Linux, Git, SQL",0,1,4,51.5,Web Developer,8.28
Tier 1,7.48,2,1,0,1,5,"Python, Django, Machine Learning, Node.js, PyTorch",2,3,0,64.1,ML Engineer,16.02
Tier 1,6.89,1,2,1,3,2,"JavaScript, DSA",1,0,1,60.0,Software Engineer,10.48
Tier 1,5.9,2,1,3,0,0,"DSA, Deep Learning, AWS, React",2,2,0,43.1,Web Developer,6.21
Tier 2,8.62,1,1,1,1,2,"JavaScript, Docker, Java, Machine Learning, Git, HTML/CSS",1,2,3,66.4,Web Developer,15.43
Tier 1,7.16,1,4,0,1,1,"DSA, Excel",1,0,1,54.8,Software Engineer,16.46
Tier 3,5.17,1,4,1,4,2,"Machine Learning, React",1,1,0,35.8,Junior Developer,4.44
Tier 1,6.74,1,3,0,2,0,"Excel, Linux, Node.js",0,1,2,42.2,Data Analyst,7.83
Tier 2,7.83,2,2,0,1,2,Python,0,1,0,59.3,Data Scientist,10.01
Tier 3,7.13,2,2,1,0,1,PyTorch,1,0,0,48.3,Data Scientist,10.36
Tier 3,5.57,0,2,1,2,1,"Python, TensorFlow",1,1,0,45.6,Junior Developer,5.85
Tier 3,7.01,0,3,4,2,1,"Linux, DSA, Docker, Java",1,2,1,56.9,Software Engineer,12.18
Tier 2,6.52,0,4,1,1,2,"Machine Learning, Node.js",1,1,0,40.3,Software Engineer,9.78
Tier 3,8.39,0,1,0,3,1,Docker,0,1,0,53.7,DevOps Engineer,8.18
Tier 2,7.67,1,2,0,1,0,"Excel, Git, PyTorch, Machine Learning, Java",2,1,2,59.9,Data Scientist,16.14
Tier 3,6.64,2,3,1,4,0,"JavaScript, Git, Node.js, Linux, TensorFlow",1,1,3,49.5,Web Developer,9.8
Tier 2,7.18,0,1,2,1,3,"Git, PyTorch, Machine Learning",2,0,1,55.6,Data Scientist,16.06
Tier 2,6.77,1,1,0,2,2,"Deep Learning, Linux, Java",1,1,1,53.8,Software Engineer,9.5
Tier 3,6.62,2,2,1,0,0,"React, HTML/CSS, TensorFlow, Python",1,2,1,50.5,Software Engineer,9.79
Tier 2,6.53,2,3,2,1,2,Machine Learning,1,0,0,48.0,Software Engineer,10.35
Tier 3,7.37,0,3,0,4,3,React,0,1,0,47.1,Software Engineer,9.77
Tier 1,7.33,3,1,1,2,1,"Git, Python",0,1,1,49.2,Data Scientist,9.91
Tier 2,5.51,0,3,1,3,0,"HTML/CSS, JavaScript, SQL, Git",0,0,4,48.7,Web Developer,4.68
Tier 2,8.02,0,1,0,1,2,"Node.js, HTML/CSS, JavaScript, Linux, Java",0,2,3,61.1,Web Developer,10.25
Tier 3,5.57,1,1,2,1,6,Node.js,0,1,0,44.9,Web Developer,4.5
Tier 3,6.67,1,2,1,0,4,"AWS, Java",0,2,0,47.9,Software Engineer,7.94
Tier 1,7.41,1,4,0,1,2,Python,0,1,0,48.3,Data Scientist,10.59
Tier 1,6.63,2,3,0,3,1,"Deep Learning, Linux, Django",1,1,1,53.1,DevOps Engineer,9.87
Tier 2,6.83,1,2,2,3,3,"PyTorch, Linux, Java, Docker",1,2,1,48.5,DevOps Engineer,9.56
Tier 2,6.1,0,3,1,1,2,Java,0,1,0,34.6,Software Engineer,8.54
Tier 3,7.17,1,4,0,1,4,"DSA, Deep Learning, SQL, TensorFlow, React",3,1,1,58.2,Data Scientist,16.57
Tier 2,5.77,2,2,0,3,0,"React, JavaScript, Java, PyTorch",1,2,1,43.5,Web Developer,5.63
Tier 3,8.38,2,0,0,1,1,"Java, React, PyTorch, Docker, SQL, JavaScript",1,3,2,63.0,Backend Developer,16.69
Tier 1,5.86,1,1,2,0,1,"JavaScript, Linux",0,0,2,38.5,Web Developer,4.72
Tier 1,9.59,4,3,1,1,0,Linux,0,0,1,69.4,DevOps Engineer,7.18
