college_tier,cgpa,internships,projects,backlogs,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 2,7.49,1,2,0,"HTML/CSS, Linux, TensorFlow",1,0,2,50.7,Data Scientist,15.87
Tier 1,7.07,2,3,1,"DSA, Docker, HTML/CSS, Excel, SQL",1,1,3,56.1,Data Analyst,12.34
Tier 3,5.19,1,3,2,Deep Learning,1,0,0,43.9,Junior Developer,4.32
Tier 1,5.81,2,3,0,React,0,1,0,36.5,Web Developer,4.93
Tier 1,8.42,1,6,1,Node.js,0,1,0,65.7,Data Scientist,10.33
Tier 3,8.69,0,2,0,Node.js,0,1,0,66.9,Data Scientist,10.26
Tier 2,6.7,1,3,3,"SQL, DSA, Node.js, Python, Django",1,3,1,51.0,Software Engineer,9.82
Tier 2,7.05,1,1,0,"TensorFlow, Linux, Django, Java",1,2,1,55.7,Data Scientist,16.01
Tier 1,5.45,0,0,2,Excel,0,0,1,42.9,Junior Developer,2.61
Tier 3,7.12,1,1,1,"Machine Learning, Node.js",1,1,0,51.5,Data Scientist,11.47
Tier 2,6.16,0,3,1,"Excel, DSA, Linux, Machine Learning",2,0,2,45.1,Software Engineer,10.0
Tier 2,6.72,0,0,2,Java,0,1,0,49.2,Software Engineer,6.37
Tier 2,8.52,1,1,0,"HTML/CSS, Django",0,1,1,68.2,Web Developer,10.22
Tier 2,8.52,0,1,1,AWS,0,1,0,56.3,DevOps Engineer,10.9
Tier 3,8.02,4,2,0,"SQL, Django, HTML/CSS, JavaScript, AWS, Java",0,3,3,58.1,Web Developer,9.88
Tier 2,8.51,1,3,0,"Django, SQL, DSA, AWS",1,2,1,59.7,Software Engineer,21.92
Tier 3,4.77,1,1,2,DSA,1,0,0,39.4,Junior Developer,4.82
Tier 3,7.14,2,4,0,"JavaScript, Machine Learning, Docker, Python, Node.js",1,3,1,55.6,Data Scientist,16.28
Tier 3,10.0,0,2,0,"PyTorch, JavaScript, Machine Learning, Python",2,1,1,82.9,Data Scientist,22.65
Tier 2,7.33,1,2,0,"Java, AWS, Node.js, TensorFlow",1,3,0,53.7,Data Scientist,15.96
Tier 3,7.14,0,1,1,"Deep Learning, Python, HTML/CSS, JavaScript",1,1,2,53.8,Data Scientist,11.23
Tier 1,5.99,1,1,3,"Django, Excel, SQL",0,1,2,43.4,Web Developer,4.48
Tier 2,6.68,1,0,0,Deep Learning,1,0,0,45.7,Software Engineer,10.2
Tier 3,8.03,0,0,3,"Python, React, Deep Learning, Docker",1,3,0,52.2,Data Scientist,11.83
Tier 3,5.94,0,0,1,"Linux, Java, Machine Learning, JavaScript",1,1,2,47.0,Web Developer,6.27
Tier 3,7.34,1,2,1,"Docker, DSA",1,1,0,46.1,Software Engineer,12.44
Tier 2,10.0,0,2,0,HTML/CSS,0,0,1,70.9,Web Developer,6.64
Tier 1,6.32,2,0,0,JavaScript,0,0,1,44.8,Web Developer,6.03
Tier 3,6.91,1,3,1,React,0,1,0,49.6,Software Engineer,7.92
Tier 2,4.69,1,3,1,"PyTorch, Deep Learning",2,0,0,39.5,Junior Developer,4.77
Tier 1,5.69,0,1,0,HTML/CSS,0,0,1,43.4,Web Developer,4.83
Tier 2,10.0,1,2,0,"SQL, Linux, Python, Excel, AWS",0,2,3,72.7,Data Analyst,10.63
Tier 3,8.3,2,2,0,React,0,1,0,56.4,Software Engineer,10.51
Tier 3,7.23,2,0,0,"PyTorch, Java, Docker, Linux, HTML/CSS",1,2,2,54.6,DevOps Engineer,15.01
Tier 2,6.09,0,3,0,Deep Learning,1,0,0,40.6,Software Engineer,10.28
Tier 3,7.25,3,1,0,"Java, TensorFlow, JavaScript",1,1,1,51.5,Data Scientist,14.3
Tier 3,8.03,0,2,1,"Linux, HTML/CSS, AWS",0,1,2,55.6,DevOps Engineer,8.54
Tier 2,8.68,0,5,0,Machine Learning,1,0,0,64.1,Data Scientist,21.45
Tier 2,8.43,1,1,1,"JavaScript, React, Excel",0,1,2,51.9,Web Developer,10.35
Tier 1,7.47,1,0,0,"Machine Learning, JavaScript",1,0,1,51.9,Data Scientist,16.04
Tier 2,4.96,1,2,0,"PyTorch, Excel, Django",1,1,1,41.1,Junior Developer,4.35
Tier 3,8.4,1,5,0,TensorFlow,1,0,0,65.7,Data Scientist,15.52
Tier 3,9.84,1,2,0,"Java, PyTorch, React, Docker, Machine Learning",2,3,0,75.5,ML Engineer,26.42
Tier 3,5.24,3,2,2,"Machine Learning, Docker, Node.js",1,2,0,44.7,Junior Developer,4.55
Tier 1,4.44,1,1,0,PyTorch,1,0,0,33.3,Junior Developer,3.79
Tier 3,7.09,0,6,0,JavaScript,0,0,1,49.4,Web Developer,6.12
Tier 3,7.1,1,1,1,"HTML/CSS, AWS, Docker, PyTorch, Node.js",1,3,1,56.9,DevOps Engineer,15.08
Tier 3,8.97,1,1,1,"PyTorch, Machine Learning, Docker, React, Git",2,2,1,71.0,Data Scientist,21.72
Tier 2,8.46,3,3,1,"PyTorch, HTML/CSS",1,0,1,63.7,Web Developer,15.5
Tier 3,6.28,2,1,0,"HTML/CSS, React",0,1,1,52.6,Web Developer,7.33
Tier 3,6.83,2,3,2,Git,0,0,1,54.7,Software Engineer,6.65
Tier 2,7.18,1,1,0,Java,0,1,0,50.2,Software Engineer,9.23
Tier 2,7.66,1,1,0,"Git, PyTorch",1,0,1,60.5,Data Scientist,15.08
Tier 2,6.65,0,3,0,"TensorFlow, JavaScript",1,0,1,47.4,Web Developer,10.06
Tier 3,7.35,1,3,1,"Java, Python",0,2,0,47.5,Software Engineer,9.3
Tier 3,7.53,2,2,0,"Deep Learning, Java, Excel, Python",1,2,1,56.7,Data Scientist,16.21
Tier 2,8.62,0,3,0,"JavaScript, PyTorch, AWS, SQL, Excel, Python",1,2,3,71.7,Data Analyst,13.13
Tier 3,6.59,1,1,2,"Git, JavaScript, Machine Learning",1,0,2,44.6,Web Developer,9.69
Tier 1,7.25,1,2,0,"DSA, HTML/CSS, Deep Learning, AWS, Excel",2,1,2,61.4,ML Engineer,16.5
Tier 2,7.78,0,1,0,React,0,1,0,47.0,Software Engineer,9.41
Tier 1,4.59,1,3,1,Django,0,1,0,27.9,Junior Developer,3.5
Tier 1,4.56,0,0,0,"DSA, Excel",1,0,1,41.0,Junior Developer,4.72
Tier 3,6.2,0,2,0,"JavaScript, Python, HTML/CSS, PyTorch, React",1,2,2,39.5,Web Developer,10.23
Tier 3,6.31,0,2,2,"Python, AWS, Django, Excel, Java",0,4,1,40.7,Software Engineer,8.1
Tier 3,8.15,1,1,2,"Python, Deep Learning, Java, TensorFlow",2,2,0,66.5,ML Engineer,16.72
Tier 1,6.75,0,0,1,"TensorFlow, Machine Learning, SQL",2,0,1,53.6,Data Scientist,9.56
Tier 1,10.0,1,0,0,"Django, React, Machine Learning, JavaScript, PyTorch, HTML/CSS",2,2,2,72.8,ML Engineer,30.64
Tier 2,6.89,1,4,2,"Machine Learning, TensorFlow, Linux, DSA, AWS",3,1,1,57.9,Data Scientist,10.36
Tier 1,6.4,0,2,0,"Linux, TensorFlow, Django, DSA",2,1,1,56.3,Software Engineer,10.21
Tier 3,7.39,2,0,0,PyTorch,1,0,0,46.1,Data Scientist,11.8
Tier 2,6.78,1,4,2,"Excel, Docker",0,1,1,39.9,Data Analyst,7.88
Tier 2,8.63,1,4,0,"Linux, Java, React, Python, Deep Learning",1,3,1,63.0,Software Engineer,22.3
Tier 3,7.51,1,3,0,"Git, React, Machine Learning, TensorFlow, HTML/CSS",2,1,2,52.4,ML Engineer,16.16
Tier 2,6.91,0,2,3,"Linux, Java, Docker, HTML/CSS, React",0,3,2,49.1,Software Engineer,7.9
Tier 1,5.88,0,3,1,"Linux, Node.js, PyTorch, DSA",2,1,1,56.0,Web Developer,6.44
Tier 1,5.07,0,7,1,"Excel, Django, HTML/CSS",0,1,2,41.6,Junior Developer,3.14
Tier 2,6.58,1,2,0,"Java, DSA, Python, Git",1,2,1,49.7,Software Engineer,10.25
Tier 3,5.06,1,2,0,"Node.js, JavaScript",0,1,1,38.3,Junior Developer,3.86
Tier 3,7.95,1,1,2,"Python, Git, HTML/CSS",0,1,2,61.2,Data Scientist,7.89
Tier 2,7.99,0,3,0,"Docker, Node.js",0,2,0,63.6,DevOps Engineer,10.51
Tier 1,6.42,2,2,1,Deep Learning,1,0,0,50.9,Software Engineer,9.7
Tier 2,7.82,2,3,1,"Node.js, Java, TensorFlow, JavaScript, Docker",1,3,1,59.0,Backend Developer,15.76
Tier 3,5.42,2,2,1,"HTML/CSS, DSA",1,0,1,46.3,Junior Developer,3.93
Tier 2,6.05,2,2,1,"TensorFlow, AWS, DSA, Excel, Docker",2,2,1,42.3,Software Engineer,10.05
Tier 1,6.45,1,2,1,Java,0,1,0,38.6,Software Engineer,7.52
Tier 1,8.73,0,4,0,"Deep Learning, PyTorch, Linux, Python",2,1,1,76.2,Data Scientist,24.3
Tier 3,8.2,0,1,2,Deep Learning,1,0,0,70.3,Data Scientist,10.55
Tier 2,6.63,2,2,2,"Excel, Django",0,1,1,45.3,Data Analyst,7.85
Tier 3,5.62,1,2,2,"AWS, PyTorch, React",1,2,0,37.3,Web Developer,5.91
Tier 3,6.38,0,2,1,"SQL, DSA, Machine Learning, Django",2,1,1,58.5,Software Engineer,10.41
Tier 1,6.28,2,4,1,"Python, Linux, Deep Learning, JavaScript, Java",1,2,2,46.6,Software Engineer,10.46
Tier 2,8.86,0,6,0,"SQL, PyTorch, DSA, Java",2,1,1,68.1,ML Engineer,23.99
Tier 3,6.71,0,0,1,PyTorch,1,0,0,41.6,Software Engineer,7.75
Tier 2,8.49,1,1,1,"Deep Learning, Python, Docker, React",1,3,0,66.8,Data Scientist,20.01
Tier 1,7.06,1,4,0,"JavaScript, Linux, AWS",0,1,2,42.4,DevOps Engineer,10.34
Tier 1,6.56,1,3,2,"Node.js, Django, Machine Learning",1,2,0,49.3,Software Engineer,10.03
Tier 2,7.41,3,1,0,"Machine Learning, Linux",1,0,1,59.7,Data Scientist,15.83
Tier 1,8.08,2,2,0,"DSA, Machine Learning, Git, Excel, JavaScript, Django",2,1,3,71.9,Data Scientist,23.98
Tier 3,6.33,0,3,0,"Docker, AWS, React, PyTorch",1,3,0,51.6,Software Engineer,9.71
Tier 3,5.55,1,1,1,Linux,0,0,1,41.6,Web Developer,4.63
Tier 1,4.85,0,4,0,"Machine Learning, TensorFlow",2,0,0,42.1,Junior Developer,4.55
Tier 3,8.68,1,1,0,"React, Git, PyTorch, Excel",1,1,2,58.7,Software Engineer,18.63
Tier 3,6.52,1,1,1,"Machine Learning, Django, Java",1,2,0,44.3,Software Engineer,9.83
Tier 2,6.27,2,1,0,"Git, PyTorch, Python, Java, Excel",1,2,2,47.8,Software Engineer,10.43
Tier 2,5.25,1,2,2,"TensorFlow, HTML/CSS",1,0,1,46.4,Junior Developer,4.85
Tier 3,5.08,1,3,2,"React, TensorFlow",1,1,0,41.3,Junior Developer,4.73
Tier 1,5.6,2,2,0,"HTML/CSS, Node.js, React",0,2,1,36.8,Web Developer,4.74
Tier 3,7.92,0,2,1,"DSA, Linux, Python",1,1,1,68.2,Software Engineer,13.17
Tier 2,8.75,0,0,1,"Python, Deep Learning, SQL, PyTorch",2,1,1,64.5,ML Engineer,22.77
Tier 1,7.46,1,2,0,"Machine Learning, PyTorch, Excel, Python, Linux",2,1,2,54.0,Data Scientist,16.38
Tier 3,8.53,0,2,0,"React, SQL, Django",0,2,1,55.5,Software Engineer,10.97
Tier 3,7.31,1,2,2,DSA,1,0,0,49.0,Software Engineer,10.31
Tier 3,6.61,1,2,1,"TensorFlow, Linux, React",1,1,1,55.6,Software Engineer,9.55
Tier 1,7.27,1,1,2,"Java, Deep Learning, Node.js, Python, React",1,4,0,51.6,Software Engineer,15.95
Tier 3,6.62,1,3,2,"Django, Docker, Excel, Linux",0,2,2,54.2,DevOps Engineer,7.69
Tier 3,6.0,1,2,1,"JavaScript, Docker, Machine Learning",1,1,1,42.9,Web Developer,9.86
Tier 3,7.59,2,4,1,Excel,0,0,1,50.5,Data Analyst,7.1
Tier 1,7.79,2,0,0,"PyTorch, Excel, JavaScript",1,0,2,52.3,Web Developer,15.7
Tier 1,6.1,2,2,1,"TensorFlow, Linux",1,0,1,44.8,Software Engineer,9.87
Tier 3,5.97,0,1,1,"Git, React",0,1,1,44.4,Web Developer,4.98
Tier 2,5.21,1,1,3,"Deep Learning, Node.js, SQL, Git",1,1,2,40.5,Junior Developer,4.75
Tier 2,6.8,0,0,1,"Python, AWS, React, Java, Deep Learning",1,4,0,45.9,Software Engineer,9.43
Tier 3,7.26,0,1,1,"Node.js, SQL, Machine Learning, AWS",1,2,1,54.9,Data Scientist,11.9
Tier 1,6.86,1,1,2,"Machine Learning, TensorFlow, Docker, Deep Learning",3,1,0,62.7,ML Engineer,10.1
Tier 1,7.54,0,3,0,Deep Learning,1,0,0,58.1,Data Scientist,15.66
Tier 2,5.96,0,5,0,PyTorch,1,0,0,46.1,Web Developer,5.96
Tier 3,7.62,1,1,0,"Excel, Python, DSA",1,1,1,56.6,Software Engineer,13.67
Tier 3,7.14,3,1,3,Git,0,0,1,44.8,Data Scientist,5.13
Tier 3,7.52,3,1,0,"Machine Learning, SQL",1,0,1,55.9,Data Scientist,14.46
Tier 3,6.47,0,1,0,"DSA, TensorFlow, Node.js, Excel, Deep Learning",3,1,1,63.0,Software Engineer,9.91
Tier 2,7.21,1,3,1,"SQL, AWS, Linux",0,1,2,44.8,DevOps Engineer,10.3
Tier 2,5.01,1,3,2,Node.js,0,1,0,33.7,Junior Developer,3.41
Tier 3,5.13,0,2,1,Docker,0,1,0,31.4,Junior Developer,3.12
Tier 3,7.38,1,2,0,"React, PyTorch, Linux, Node.js, DSA",2,2,1,56.8,Data Scientist,15.37
Tier 1,8.54,4,4,0,"Linux, React, AWS, Git, PyTorch, Excel",1,2,3,70.4,DevOps Engineer,19.78
Tier 2,7.29,1,3,0,"AWS, Machine Learning, Node.js, DSA, PyTorch",3,2,0,64.6,ML Engineer,16.17
Tier 2,7.64,0,2,1,"HTML/CSS, SQL, TensorFlow, JavaScript",1,0,3,60.1,Web Developer,14.56
Tier 3,9.44,2,3,0,"Deep Learning, TensorFlow, Machine Learning, Excel",3,0,1,81.7,Data Scientist,23.74
Tier 3,8.01,2,0,0,"Linux, JavaScript, SQL, TensorFlow, AWS",1,1,3,62.8,DevOps Engineer,15.26
Tier 1,5.75,0,2,1,Django,0,1,0,46.5,Web Developer,4.95
Tier 3,5.66,1,0,1,"JavaScript, Python",0,1,1,31.7,Junior Developer,5.27
Tier 1,7.88,0,1,2,React,0,1,0,54.0,Software Engineer,8.65
Tier 2,6.63,2,1,0,"HTML/CSS, Java, Python, Node.js",0,3,1,43.0,Software Engineer,8.18
Tier 2,6.16,0,3,1,"JavaScript, Docker",0,1,1,37.2,Web Developer,7.17
Tier 3,6.76,1,0,0,"Django, PyTorch, TensorFlow, Machine Learning",3,1,0,61.4,Data Scientist,10.18
Tier 2,5.86,1,2,2,"HTML/CSS, Deep Learning",1,0,1,40.4,Web Developer,6.28
Tier 2,5.17,2,3,2,"TensorFlow, Excel",1,0,1,42.3,Junior Developer,4.46
Tier 1,7.29,0,3,0,"Excel, JavaScript, Django, Python",0,2,2,56.9,Data Analyst,10.52
Tier 2,7.67,1,1,1,"Python, SQL, Linux, Node.js, Excel",0,2,3,49.1,Data Analyst,9.99
Tier 1,5.56,1,4,0,"PyTorch, Node.js, TensorFlow, Docker",2,2,0,48.5,Web Developer,6.21
Tier 1,6.39,4,1,1,"HTML/CSS, Git",0,0,2,45.6,Web Developer,6.26
Tier 2,7.88,1,1,0,"Django, Machine Learning, AWS, DSA",2,2,0,66.0,Data Scientist,16.28
Tier 3,7.12,2,2,0,"Docker, Machine Learning",1,1,0,52.5,Data Scientist,14.52
Tier 2,6.38,1,2,0,"SQL, Excel, DSA, React, Linux",1,1,3,42.7,Software Engineer,10.04
Tier 3,6.68,0,3,1,"DSA, Linux, AWS, JavaScript, PyTorch",2,1,2,51.3,ML Engineer,9.95
Tier 3,7.77,1,2,0,Git,0,0,1,58.0,Data Scientist,6.21
Tier 2,6.12,2,2,1,"TensorFlow, Python, React",1,2,0,51.8,Software Engineer,10.33
Tier 3,6.77,0,1,0,"Linux, SQL, AWS, PyTorch",1,1,2,55.8,DevOps Engineer,9.63
Tier 3,7.3,1,4,1,"Machine Learning, Deep Learning, SQL, Django",2,1,1,54.4,ML Engineer,15.42
Tier 3,6.4,0,2,1,"Python, Linux, Excel, Machine Learning",1,1,2,49.4,Data Analyst,9.53
Tier 3,5.03,0,3,2,"React, TensorFlow, AWS",1,2,0,35.6,Junior Developer,4.3
Tier 1,6.02,0,3,1,"React, Django, Java",0,3,0,50.1,Software Engineer,7.6
Tier 2,5.3,1,2,2,"PyTorch, Java",1,1,0,35.1,Junior Developer,4.78
Tier 3,6.36,0,2,0,"React, TensorFlow",1,1,0,56.2,Software Engineer,9.86
Tier 2,7.3,0,1,0,"Java, Python, PyTorch, TensorFlow",2,2,0,67.1,Data Scientist,15.92
Tier 2,8.4,2,2,0,"PyTorch, Python, Linux, JavaScript, Django, SQL",1,2,3,49.8,Data Analyst,12.83
Tier 3,4.0,2,4,1,"Git, Python",0,1,1,27.6,Junior Developer,3.34
Tier 3,6.72,0,3,0,"PyTorch, TensorFlow, JavaScript, Python, Linux",2,1,2,58.3,Data Scientist,9.58
Tier 2,6.76,2,2,0,Node.js,0,1,0,54.0,Software Engineer,8.36
Tier 1,7.5,1,2,0,"Git, Excel, Deep Learning",1,0,2,55.3,Data Scientist,15.94
Tier 3,6.89,0,1,2,AWS,0,1,0,51.4,DevOps Engineer,5.12
Tier 2,6.49,1,0,1,"JavaScript, PyTorch, Excel",1,0,2,45.3,Web Developer,9.78
Tier 1,6.1,2,3,2,"JavaScript, SQL, Git, HTML/CSS",0,0,4,34.6,Web Developer,6.32
Tier 3,6.52,1,3,1,"JavaScript, Docker, Machine Learning, PyTorch, DSA",3,1,1,58.5,ML Engineer,9.78
Tier 2,7.48,1,4,0,"Python, HTML/CSS, Java",0,2,1,56.3,Software Engineer,9.96
Tier 1,7.19,0,1,0,"Django, Node.js, Git",0,2,1,55.1,Data Scientist,10.03
Tier 2,7.52,3,0,1,"Git, PyTorch, AWS",1,1,1,53.4,DevOps Engineer,16.24
Tier 3,7.2,1,1,0,"Git, Deep Learning, SQL, JavaScript",1,0,3,58.3,Data Scientist,12.77
Tier 3,5.89,1,1,3,"DSA, Docker, Python",1,2,0,45.2,Junior Developer,5.11
Tier 2,8.59,3,2,0,"Excel, Java, DSA, React",1,2,1,58.8,Software Engineer,22.44
Tier 1,7.48,0,1,0,"Machine Learning, Java, TensorFlow",2,1,0,63.5,ML Engineer,16.28
Tier 2,7.37,2,3,2,"Deep Learning, TensorFlow",2,0,0,58.3,ML Engineer,16.18
Tier 2,6.69,1,1,1,"JavaScript, PyTorch, Excel, React, Node.js",1,2,2,58.7,Web Developer,10.28
Tier 1,7.67,1,2,1,"JavaScript, Docker, Git",0,1,2,53.5,Web Developer,9.94
Tier 3,7.94,0,5,0,"Python, JavaScript, SQL, HTML/CSS",0,1,3,54.8,Web Developer,10.27
Tier 2,6.07,2,2,1,"React, Machine Learning, DSA",2,1,0,56.5,Software Engineer,10.08
Tier 2,7.68,0,1,2,"Python, HTML/CSS, PyTorch, Java",1,2,1,55.4,Software Engineer,14.82
Tier 2,5.82,4,2,3,"Git, JavaScript",0,0,2,44.4,Web Developer,4.64
Tier 2,6.33,2,2,0,"SQL, Machine Learning, AWS, Linux, JavaScript",1,1,3,52.3,Web Developer,10.31
Tier 2,8.05,1,2,1,"PyTorch, Java, React, JavaScript, Machine Learning",2,2,1,69.3,ML Engineer,22.33
Tier 3,6.94,0,0,0,"Excel, Java, Git, Node.js, Deep Learning",1,2,2,63.7,Software Engineer,9.92
Tier 3,7.13,1,0,0,"Django, Linux",0,1,1,54.5,DevOps Engineer,7.07
Tier 3,8.54,2,2,1,Excel,0,0,1,64.7,Data Analyst,6.37
Tier 2,6.22,0,0,1,Django,0,1,0,43.3,Software Engineer,5.28
Tier 2,5.67,1,4,1,"PyTorch, Node.js, Machine Learning",2,1,0,41.9,Web Developer,5.19
Tier 1,6.64,3,2,1,"Java, Docker, SQL",0,2,1,48.4,Backend Developer,8.02
Tier 1,5.82,2,4,1,"Excel, Git",0,0,2,52.9,Web Developer,5.3
Tier 2,6.73,2,2,1,"Deep Learning, SQL, AWS, Java",1,2,1,44.9,Backend Developer,9.78
Tier 2,5.71,3,4,0,"Django, Excel",0,1,1,47.5,Web Developer,4.67
Tier 3,5.71,2,3,1,"DSA, Excel, React, Java",1,2,1,42.2,Web Developer,6.26
Tier 1,9.23,2,1,0,"TensorFlow, Java, Node.js, AWS, Docker, Linux",1,4,1,61.4,DevOps Engineer,19.51
Tier 1,7.54,0,2,0,"Machine Learning, Django, DSA, TensorFlow",3,1,0,62.6,Data Scientist,15.81
Tier 2,5.83,1,6,1,"DSA, Git",1,0,1,44.3,Web Developer,6.37
Tier 2,9.21,0,1,1,"Excel, Deep Learning, Node.js",1,1,1,65.4,Data Scientist,20.7
Tier 2,8.02,0,2,1,Git,0,0,1,51.4,Data Scientist,6.86
Tier 3,5.37,1,1,2,"AWS, Git, Java",0,2,1,36.2,Junior Developer,3.77
Tier 3,6.96,0,2,0,"Docker, Excel",0,1,1,44.7,Data Analyst,7.66
Tier 2,8.44,0,3,0,"Django, TensorFlow, SQL, Java",1,2,1,65.6,Backend Developer,17.74
Tier 3,6.43,2,1,1,"Java, Node.js, SQL, HTML/CSS",0,2,2,46.1,Backend Developer,8.51
Tier 2,8.39,2,0,0,"Java, Excel, Django, Python, JavaScript",0,3,2,57.9,Software Engineer,10.41
Tier 1,8.72,0,2,0,"Node.js, Excel, Linux",0,1,2,66.9,Data Analyst,10.35
Tier 2,8.01,1,0,0,"React, Python, AWS",0,3,0,52.9,Software Engineer,10.76
Tier 2,7.89,0,1,0,"PyTorch, Excel, DSA, Linux",2,0,2,59.1,Data Scientist,15.47
Tier 2,8.12,1,5,1,Machine Learning,1,0,0,61.3,Data Scientist,16.65
Tier 3,7.81,0,1,0,"Docker, Java, Excel, PyTorch, Deep Learning",2,2,1,65.4,ML Engineer,15.91
Tier 1,5.82,0,3,1,"Deep Learning, HTML/CSS",1,0,1,46.0,Web Developer,5.85
Tier 2,7.94,2,1,1,"Git, Java, HTML/CSS, Deep Learning",1,1,2,62.5,Data Scientist,16.11
Tier 3,5.74,0,0,0,Linux,0,0,1,33.1,Web Developer,4.15
Tier 3,7.81,1,1,1,"PyTorch, Git, Machine Learning",2,0,1,59.8,ML Engineer,14.85
Tier 2,5.79,0,3,0,"Docker, TensorFlow, SQL",1,1,1,40.9,Web Developer,6.2
Tier 2,8.98,2,3,0,"Node.js, JavaScript, Deep Learning",1,1,1,70.6,Data Scientist,24.04
Tier 2,6.5,0,2,3,"React, Git, Docker, Deep Learning, AWS",1,3,1,51.7,DevOps Engineer,10.2
Tier 2,5.18,2,0,1,"PyTorch, Django, Git",1,1,1,34.9,Junior Developer,4.42
Tier 1,7.67,1,4,0,"HTML/CSS, TensorFlow, Linux",1,0,2,70.0,Data Scientist,15.91
Tier 2,6.78,2,3,0,JavaScript,0,0,1,50.8,Web Developer,6.88
Tier 3,5.75,0,2,0,"Git, Machine Learning",1,0,1,45.2,Web Developer,5.56
Tier 2,8.44,1,4,0,Java,0,1,0,63.6,Software Engineer,10.44
Tier 3,6.75,0,1,1,"PyTorch, Deep Learning",2,0,0,64.3,Data Scientist,9.91
Tier 3,7.93,0,2,1,"Java, Excel, JavaScript",0,1,2,44.9,Software Engineer,8.18
Tier 3,8.64,1,1,1,"Machine Learning, JavaScript, Java, Django",1,2,1,74.6,Data Scientist,18.6
Tier 2,7.07,0,2,0,Machine Learning,1,0,0,44.4,Data Scientist,13.04
Tier 2,7.42,1,2,1,"Django, Java, Deep Learning, Machine Learning, SQL",2,2,1,59.4,Data Scientist,15.94
Tier 3,7.46,1,4,4,"Django, PyTorch, DSA",2,1,0,58.9,ML Engineer,14.31
Tier 3,6.63,0,2,1,Excel,0,0,1,47.4,Data Analyst,5.46
Tier 1,7.48,1,2,1,"Python, Django, React",0,3,0,59.3,Software Engineer,10.68
Tier 2,4.5,0,2,3,Git,0,0,1,41.8,Junior Developer,2.38
Tier 2,4.79,4,2,0,"Java, Docker, Excel, DSA",1,2,1,44.6,Junior Developer,4.54
Tier 3,8.85,1,2,2,"Excel, Machine Learning, Java",1,1,1,65.7,Data Scientist,18.13
Tier 2,7.09,0,3,0,"Docker, Django, React",0,3,0,45.7,Software Engineer,9.84
Tier 3,8.58,1,2,0,JavaScript,0,0,1,60.2,Web Developer,6.97
Tier 3,8.88,0,0,0,"DSA, AWS, Java, Node.js",1,3,0,69.3,Software Engineer,18.45
Tier 3,7.52,2,2,0,"Django, Node.js, Git",0,2,1,47.8,Data Scientist,10.5
Tier 2,6.37,2,1,0,DSA,1,0,0,47.5,Software Engineer,9.71
Tier 2,5.07,2,1,1,"AWS, HTML/CSS",0,1,1,34.4,Junior Developer,3.28
Tier 2,6.37,0,2,0,"Docker, DSA, Python",1,2,0,49.8,Software Engineer,9.47
Tier 1,8.21,1,3,0,"Excel, React, Linux",0,1,2,53.9,Software Engineer,10.71
Tier 3,6.79,2,3,0,Deep Learning,1,0,0,49.4,Software Engineer,10.29
Tier 3,7.3,0,4,1,"TensorFlow, SQL, Machine Learning",2,0,1,63.1,Data Scientist,15.44
Tier 3,7.52,4,3,0,"React, Java, Django, SQL",0,3,1,53.3,Software Engineer,10.02
Tier 3,8.32,2,3,0,React,0,1,0,56.3,Software Engineer,10.51
Tier 1,8.02,1,1,0,"Docker, PyTorch, Machine Learning",2,1,0,64.5,ML Engineer,24.02
Tier 2,6.91,1,4,0,"TensorFlow, Java, React, Node.js, Deep Learning",2,3,0,57.5,ML Engineer,9.5
Tier 2,7.4,2,2,0,"PyTorch, AWS",1,1,0,47.0,DevOps Engineer,15.63
Tier 1,8.86,0,0,0,"Git, PyTorch",1,0,1,69.5,Data Scientist,21.45
Tier 2,8.74,0,1,0,"JavaScript, Excel, Docker, Linux, React, PyTorch",1,2,3,69.0,Web Developer,15.35
Tier 3,6.17,1,3,1,"Excel, Docker, Node.js, JavaScript, Deep Learning",1,2,2,52.0,Web Developer,10.45
Tier 2,5.14,2,2,0,Deep Learning,1,0,0,38.2,Junior Developer,4.45
Tier 1,7.51,1,2,0,"Machine Learning, Django",1,1,0,57.1,Data Scientist,16.24
Tier 1,7.99,0,3,1,Machine Learning,1,0,0,50.7,Data Scientist,16.11
Tier 2,6.88,0,2,1,"PyTorch, Machine Learning, Git, Deep Learning",3,0,1,66.1,Data Scientist,10.43
Tier 2,6.72,0,1,1,"Docker, AWS, DSA, Excel",1,2,1,51.8,DevOps Engineer,10.28
Tier 2,6.47,3,4,1,Linux,0,0,1,43.7,Software Engineer,6.19
Tier 3,7.58,0,3,1,"Django, JavaScript",0,1,1,58.3,Web Developer,8.11
Tier 1,6.31,2,0,2,"Machine Learning, Linux, Deep Learning, Docker, Git",2,1,2,54.0,Backend Developer,9.59
Tier 3,5.45,2,0,0,"Excel, TensorFlow",1,0,1,40.3,Junior Developer,4.87
Tier 2,7.63,1,3,1,"Docker, Git, Django, Java",0,3,1,50.4,Backend Developer,10.29
Tier 2,6.59,0,3,1,"Python, JavaScript, Machine Learning, SQL",1,1,2,56.3,Data Analyst,10.0
Tier 3,6.91,1,3,0,"Deep Learning, Python, Django",1,2,0,44.1,Software Engineer,9.88
Tier 1,4.97,1,1,2,"Git, HTML/CSS, Docker, React",0,2,2,26.8,Junior Developer,3.03
